,Put,Call,Put - Volume,Call - Volume
42.0,0.88,10.18,0,0
43.0,0.92,9.21,0,0
44.0,0.95,8.24,0,0
45.0,0.99,7.27,0,0
46.0,1.02,6.3,0,0
47.0,1.06,5.33,0,0
48.0,1.09,4.36,0,0
49.0,1.33,3.58,0,0
50.0,1.59,2.83,0,0
51.0,1.92,2.14,0,0
52.0,2.4,1.62,0,0
53.0,2.89,1.1,0,0
54.0,3.82,1.03,0,0
55.0,4.76,0.96,0,0
