,Put,Call,Put - Volume,Call - Volume
103.0,0.41,11.79,1,0
104.0,0.49,10.87,7,0
105.0,0.58,9.96,3034,25
106.0,0.7,9.09,4,0
107.0,0.83,8.22,70,0
108.0,1.01,7.4,17,0
109.0,1.2,6.58,14,0
110.0,1.44,5.83,86,23
111.0,1.7,5.09,70,13
112.0,2.03,4.42,79,10
113.0,2.39,3.78,2175,1428
114.0,2.82,3.2,24,261
115.0,3.28,2.66,62,154
116.0,3.84,2.21,14,56
117.0,4.41,1.78,0,10
118.0,5.06,1.41,5,1
119.0,5.77,1.12,0,4
120.0,6.53,0.86,5,296
121.0,7.36,0.67,0,1
122.0,8.22,0.5,0,7
