,Put,Call,Put - Volume,Call - Volume
103.0,0.21,11.38,29,4
104.0,0.23,10.41,11,4
105.0,0.27,9.45,50,4
106.0,0.36,8.54,22,4
107.0,0.44,7.62,115,6
108.0,0.56,6.74,96,6
109.0,0.72,5.9,26,7
110.0,0.94,5.13,70,5
111.0,1.17,4.36,31,5
112.0,1.51,3.69,31,5
113.0,1.88,3.05,151,114
114.0,2.31,2.48,15,14
115.0,2.8,1.98,0,21
116.0,3.39,1.56,0,27
117.0,4.03,1.2,0,34
118.0,4.75,0.91,0,1135
119.0,5.49,0.65,0,11
120.0,6.35,0.5,0,10
121.0,7.22,0.35,0,101
122.0,8.14,0.28,0,0
