,Put,Call
120.0,0.03,48.74
125.0,0.05,43.74
130.0,0.1,38.75
135.0,0.15,33.77
140.0,0.2,28.79
145.0,0.24,23.82
150.0,0.29,18.85
155.0,0.46,13.95
160.0,1.16,9.47
165.0,2.35,5.44
170.0,4.47,2.33
175.0,8.6,1.33
180.0,12.73,0.41
185.0,17.48,0.16
190.0,22.44,0.12
195.0,27.39,0.09
200.0,32.35,0.06
205.0,37.3,0.04
210.0,42.27,0.02
215.0,47.24,0.01
