,Put,Call
140.0,0.13,29.53
145.0,0.14,24.56
150.0,0.16,19.59
152.5,0.0,0.0
155.0,0.44,14.87
157.5,0.0,0.0
160.0,0.74,10.18
162.5,0.0,0.0
165.0,1.18,5.63
167.5,0.0,0.0
170.0,3.11,2.51
172.5,0.0,0.0
175.0,6.65,0.93
177.5,0.0,0.0
180.0,11.26,0.22
182.5,0.0,0.0
185.0,16.26,0.09
187.5,0.0,0.0
190.0,21.26,0.07
192.5,0.0,0.0
