,Put,Call
140.0,0.13,29.32
145.0,0.19,24.38
150.0,0.34,19.5
152.5,0.0,0.0
155.0,0.56,14.69
157.5,0.0,0.0
160.0,1.06,10.1
162.5,0.0,0.0
165.0,2.13,6.0
167.5,0.0,0.0
170.0,4.2,2.83
172.5,0.0,0.0
175.0,7.65,1.07
177.5,0.0,0.0
180.0,12.05,0.38
182.5,0.0,0.0
185.0,16.85,0.14
187.5,0.0,0.0
190.0,21.81,0.1
192.5,0.0,0.0
