,Put,Call,Put - Volume,Call - Volume
138.0,1.01,12.02,15,0
139.0,1.17,11.19,10,0
140.0,1.35,10.36,37,57
141.0,1.53,9.55,1,0
142.0,1.75,8.76,16,0
143.0,2.0,8.01,4,3
144.0,2.27,7.29,2,0
145.0,2.58,6.6,157,135
146.0,2.89,5.91,0,1
147.0,3.28,5.29,28,54
148.0,3.7,4.72,48,37
149.0,4.15,4.16,28,15
150.0,4.61,3.63,39,445
152.5,6.04,2.54,3,119
155.0,7.73,1.7,48,1232
157.5,9.65,1.09,0,161
160.0,11.79,0.69,38,205
162.5,14.07,0.41,0,11
165.0,16.48,0.26,14,2575
167.5,18.95,0.19,0,8
