,Put,Call,Put - Volume,Call - Volume
100.0,0.0,48.91,0,0
105.0,0.01,43.93,0,0
110.0,0.02,38.97,0,0
115.0,0.08,34.04,0,0
120.0,0.17,29.16,0,0
125.0,0.27,24.27,0,0
130.0,0.41,19.44,0,0
135.0,0.81,14.85,55,0
140.0,1.51,10.57,7,0
145.0,2.83,6.89,11,2
150.0,4.89,3.95,6,18
155.0,7.85,1.88,3,54
160.0,11.86,0.81,3,18
165.0,16.49,0.31,0,39
170.0,21.45,0.21,0,3
175.0,26.45,0.15,0,1
180.0,31.45,0.1,0,0
185.0,36.45,0.04,0,0
190.0,41.45,0.02,0,0
195.0,46.45,0.01,0,0
