,Put,Call,Put - Volume,Call - Volume
138.0,0.83,11.73,3,0
139.0,0.95,10.85,0,0
140.0,1.11,10.01,16,1
141.0,1.29,9.2,1,0
142.0,1.5,8.4,3,0
143.0,1.73,7.63,7,0
144.0,1.99,6.89,5,0
145.0,2.28,6.18,11,0
146.0,2.62,5.52,23,0
147.0,2.98,4.89,1,2
148.0,3.4,4.3,19,5
149.0,3.85,3.75,0,2
150.0,4.35,3.25,6,245
152.5,5.81,2.19,2,24
155.0,7.52,1.38,5,92
157.5,9.52,0.86,4,27
160.0,11.7,0.5,2,209
162.5,14.04,0.31,0,3
165.0,16.47,0.18,9,9
167.5,18.96,0.15,0,0
