,Put,Call,Put - Volume,Call - Volume
90.0,0.87,12.35,658,126
91.0,1.01,11.5,270,3
92.0,1.16,10.65,300,0
93.0,1.33,9.82,132,2
94.0,1.53,9.03,90,2
95.0,1.77,8.26,2418,179
96.0,2.03,7.53,140,7
97.0,2.32,6.82,207,26
98.0,2.64,6.14,161,29
99.0,2.96,5.46,127,195
100.0,3.4,4.9,585,1069
101.0,3.85,4.35,97,201
102.0,4.3,3.8,9,108
103.0,4.85,3.35,10,124
104.0,5.42,2.91,0,99
105.0,6.02,2.51,105,664
106.0,6.66,2.15,0,254
107.0,7.3,1.79,0,191
108.0,8.07,1.55,9,214
109.0,8.84,1.32,0,148
