,Put,Call,Put - Volume,Call - Volume
90.0,1.0,12.78,30,1
91.0,1.14,11.92,42,2
92.0,1.32,11.1,36,1
93.0,1.5,10.28,19,2
94.0,1.7,9.49,69,4
95.0,1.91,8.7,61,18
96.0,2.22,8.02,12,6
97.0,2.54,7.33,13,0
98.0,2.88,6.68,1607,12
99.0,3.26,6.05,33,9
100.0,3.66,5.45,126,34
101.0,4.06,4.85,10,11
102.0,4.51,4.3,0,62
103.0,5.0,3.78,0,97
104.0,5.51,3.28,0,29
105.0,6.01,2.78,3,43
106.0,6.65,2.41,0,2
107.0,7.36,2.11,0,68
108.0,8.08,1.82,0,23
109.0,8.82,1.54,0,55
