,Put,Call,Put - Volume,Call - Volume
1.0,0.0,1.78,8,0
2.0,0.01,0.79,0,0
3.0,0.34,0.13,50,33
4.0,1.24,0.01,0,0
5.0,2.24,0.0,0,0
6.0,3.24,0.0,0,0
