,Put,Call,Put - Volume,Call - Volume
25.0,0.03,9.31,0,0
26.0,0.05,8.32,0,0
27.0,0.06,7.34,0,0
28.0,0.08,6.36,0,0
29.0,0.1,5.38,0,0
30.0,0.13,4.41,0,0
31.0,0.17,3.46,0,0
32.0,0.3,2.59,0,8
33.0,0.5,1.79,0,0
34.0,0.85,1.14,0,2
35.0,1.36,0.65,0,19
36.0,2.05,0.32,0,11
37.0,2.91,0.17,0,7
38.0,3.84,0.08,0,1
39.0,4.83,0.03,0,0
40.0,5.83,0.01,0,0
41.0,6.83,0.0,0,0
