,Put,Call
290.0,1.97,28.01
292.5,0.0,0.0
295.0,2.72,23.78
297.5,0.0,0.0
300.0,3.67,19.74
302.5,0.0,0.0
305.0,4.93,15.99
307.5,0.0,0.0
310.0,6.5,12.57
312.5,0.0,0.0
315.0,8.5,9.56
317.5,0.0,0.0
320.0,10.96,7.0
322.5,0.0,0.0
325.0,13.92,4.93
327.5,0.0,0.0
330.0,17.35,3.3
332.5,0.0,0.0
335.0,21.25,2.12
337.5,0.0,0.0
