,Put,Call
290.0,1.36,26.83
292.5,0.0,0.0
295.0,1.94,22.42
297.5,0.0,0.0
300.0,2.74,18.23
302.5,0.0,0.0
305.0,3.92,14.42
307.5,0.0,0.0
310.0,5.43,10.93
312.5,0.0,0.0
315.0,7.5,8.0
317.5,0.0,0.0
320.0,10.03,5.53
322.5,0.0,0.0
325.0,13.14,3.63
327.5,0.0,0.0
330.0,16.8,2.26
332.5,0.0,0.0
335.0,20.89,1.3
337.5,0.0,0.0
