,Put,Call,Put - Volume,Call - Volume
2.5,0.0,14.6,0,0
5.0,0.0,12.1,0,0
7.5,0.0,9.6,0,0
10.0,0.0,7.1,0,0
12.5,0.06,4.6,0,0
15.0,0.52,2.13,0,0
17.5,2.15,0.99,0,0
20.0,4.01,0.3,0,0
22.5,6.31,0.09,0,0
25.0,8.74,0.02,0,0
30.0,13.7,0.0,0,0
