,Put,Call,Put - Volume,Call - Volume
40.0,0.27,34.24,0,0
45.0,0.42,29.39,0,0
50.0,0.62,24.6,0,0
55.0,0.9,19.89,0,0
60.0,1.27,15.27,0,0
65.0,1.75,10.76,0,0
70.0,2.38,6.39,0,0
75.0,3.0,2.02,2,0
80.0,7.49,1.53,0,0
85.0,12.13,1.18,0,0
90.0,16.87,0.93,0,0
95.0,21.68,0.74,0,0
100.0,26.53,0.61,0,0
105.0,31.42,0.5,0,0
110.0,36.33,0.41,0,0
115.0,41.26,0.35,0,0
120.0,46.2,0.29,0,0
