,Put,Call,Put - Volume,Call - Volume
88.0,0.88,12.84,144,0
89.0,1.02,11.98,14,13
90.0,1.16,11.12,47,1
91.0,1.36,10.32,14,0
92.0,1.55,9.52,19,1
93.0,1.78,8.75,74,0
94.0,2.03,8.0,13,14
95.0,2.3,7.28,69,8
96.0,2.63,6.61,34,3
97.0,2.98,5.97,22,13
98.0,3.38,5.36,194,125
99.0,3.83,4.81,115,83
100.0,4.29,4.28,18,282
101.0,4.87,3.86,34,160
102.0,5.44,3.43,0,8
103.0,6.02,3.01,4,31
104.0,6.59,2.59,0,93
105.0,7.27,2.26,0,19
106.0,7.95,1.94,0,11
107.0,8.67,1.65,1,7
