,Put,Call,Put - Volume,Call - Volume
88.0,0.76,12.85,70,0
89.0,0.88,11.97,226,0
90.0,1.02,11.11,1978,131
91.0,1.19,10.28,164,1
92.0,1.36,9.45,103,0
93.0,1.53,8.63,178,4
94.0,1.82,7.91,348,10
95.0,2.1,7.2,3404,937
96.0,2.41,6.51,560,11
97.0,2.77,5.87,419,49
98.0,3.14,5.24,235,460
99.0,3.53,4.63,151,401
100.0,3.97,4.08,619,1763
101.0,4.48,3.58,124,540
102.0,5.03,3.13,270,141
103.0,5.59,2.69,0,22338
104.0,6.2,2.29,0,331
105.0,6.88,1.97,23,1484
106.0,7.59,1.67,0,160
107.0,8.33,1.41,0,206
