,Put,Call,Put - Volume,Call - Volume
88.0,0.56,12.37,45,2
89.0,0.67,11.48,32,2
90.0,0.81,10.63,498,12
91.0,0.95,9.77,21,244
92.0,1.09,8.92,92,203
93.0,1.36,8.18,37,2
94.0,1.62,7.45,89,16
95.0,1.89,6.72,187,209
96.0,2.15,5.98,99,101
97.0,2.42,5.26,98,132
98.0,2.82,4.66,164,275
99.0,3.31,4.15,191,170
100.0,3.81,3.64,42,398
101.0,4.3,3.14,0,137
102.0,4.8,2.64,0,121
103.0,5.39,2.23,0,150
104.0,6.1,1.94,200,126
105.0,6.8,1.65,0,534
106.0,7.51,1.36,0,155
107.0,8.26,1.11,0,103
