,Put,Call
133.0,5.68,12.3
134.0,6.08,11.71
135.0,6.51,11.14
136.0,6.93,10.57
137.0,7.38,10.01
138.0,7.85,9.49
139.0,8.32,8.96
140.0,8.84,8.48
141.0,9.36,8.0
142.0,9.89,7.53
143.0,10.46,7.1
144.0,11.03,6.68
145.0,11.63,6.28
146.0,12.26,5.9
147.0,12.88,5.53
148.0,13.53,5.18
149.0,14.21,4.85
150.0,14.88,4.53
152.5,16.68,3.83
155.0,18.53,3.17
