,Put,Call,Put - Volume,Call - Volume
11.0,0.0,8.09,0,0
12.0,0.01,7.09,0,0
12.5,0.02,6.59,0,0
13.0,0.04,6.09,0,0
14.0,0.1,5.09,0,0
15.0,0.23,4.09,0,0
16.0,0.44,3.16,0,0
17.0,0.75,2.39,0,0
17.5,0.94,2.06,0,0
18.0,1.15,1.74,0,0
19.0,1.56,1.12,0,0
20.0,1.97,0.5,0,0
21.0,2.76,0.28,0,0
22.0,3.64,0.14,0,0
22.5,4.1,0.1,0,0
23.0,4.57,0.07,0,0
24.0,5.53,0.03,0,0
25.0,6.51,0.02,0,0
30.0,11.48,0.0,0,0
