,Put,Call,Put - Volume,Call - Volume
2.5,0.0,11.9,0,0
5.0,0.0,9.41,0,0
7.5,0.0,6.92,0,0
10.0,0.0,4.42,0,0
12.5,0.05,1.98,10,3
15.0,0.74,0.17,1,52
17.5,3.1,0.0,0,0
20.0,5.6,0.0,0,0
22.5,8.1,0.0,0,0
25.0,10.6,0.0,0,0
