,Put,Call,Put - Volume,Call - Volume
125.0,0.09,37.05,0,0
130.0,0.15,32.12,0,0
135.0,0.24,27.23,0,0
140.0,0.39,22.39,0,0
145.0,0.63,17.63,0,0
150.0,1.0,13.01,1,0
152.5,1.18,10.7,1,0
155.0,1.37,8.39,0,0
157.5,1.67,6.2,0,0
160.0,2.72,4.75,0,0
162.5,3.77,3.29,0,0
165.0,5.06,2.07,0,0
167.5,7.08,1.58,0,0
170.0,9.11,1.09,0,0
172.5,11.15,0.61,0,0
175.0,13.37,0.28,0,0
177.5,15.82,0.2,0,0
180.0,18.29,0.15,0,0
182.5,20.78,0.11,0,0
185.0,23.28,0.08,0,0
