,Put,Call
386.0,2.01,12.49
387.0,2.23,11.71
388.0,2.46,10.94
389.0,2.72,10.2
390.0,2.99,9.47
391.0,3.29,8.76
392.0,3.62,8.09
393.0,3.95,7.43
394.0,4.34,6.8
395.0,4.74,6.2
396.0,5.16,5.63
397.0,5.63,5.09
398.0,6.12,4.57
399.0,6.65,4.1
400.0,7.21,3.65
401.0,7.79,3.22
402.0,8.42,2.85
403.0,9.07,2.49
404.0,9.76,2.16
405.0,10.48,1.87
