,Put,Call
386.0,4.24,15.42
387.0,4.5,14.68
388.0,4.78,13.95
389.0,5.07,13.24
390.0,5.37,12.55
391.0,5.69,11.86
392.0,6.03,11.2
393.0,6.38,10.55
394.0,6.76,9.92
395.0,7.14,9.3
396.0,7.57,8.72
397.0,7.99,8.14
398.0,8.45,7.59
399.0,8.94,7.07
400.0,9.44,6.57
401.0,9.96,6.07
402.0,10.51,5.61
403.0,11.07,5.16
404.0,11.67,4.74
405.0,12.28,4.34
