,Put,Call
386.0,3.23,14.04
387.0,3.47,13.28
388.0,3.74,12.55
389.0,4.02,11.83
390.0,4.31,11.12
391.0,4.63,10.44
392.0,4.97,9.77
393.0,5.32,9.12
394.0,5.7,8.5
395.0,6.11,7.9
396.0,6.53,7.32
397.0,6.97,6.76
398.0,7.45,6.22
399.0,7.94,5.72
400.0,8.47,5.24
401.0,9.03,4.78
402.0,9.59,4.34
403.0,10.19,3.93
404.0,10.82,3.55
405.0,11.48,3.19
