,Put,Call
387.5,5.2,15.14
388.0,5.34,14.78
389.0,5.63,14.07
390.0,5.93,13.38
391.0,6.26,12.7
392.0,6.59,12.03
392.5,6.76,11.7
393.0,6.95,11.38
394.0,7.32,10.74
395.0,7.7,10.13
396.0,8.12,9.54
397.0,8.55,8.96
397.5,8.77,8.67
398.0,8.99,8.4
399.0,9.46,7.86
400.0,9.95,7.34
401.0,10.46,6.84
402.0,10.99,6.36
403.0,11.53,5.89
404.0,12.11,5.45
