,Put,Call,Put - Volume,Call - Volume
43.0,0.47,9.31,10,0
44.0,0.6,8.45,21,0
45.0,0.76,7.61,2,0
46.0,0.94,6.8,7,0
47.0,1.16,6.02,0,0
48.0,1.46,5.32,3,0
49.0,1.76,4.62,6,0
50.0,2.17,4.04,12,1
51.0,2.58,3.45,1,7
52.0,3.05,2.92,0,50
53.0,3.62,2.5,2,1
54.0,4.2,2.08,5,67
55.0,4.84,1.72,0,41
56.0,5.54,1.41,1,0
57.0,6.27,1.14,0,109
58.0,7.07,0.94,4,2
59.0,7.86,0.73,0,0
60.0,8.73,0.6,0,11
61.0,9.61,0.48,0,0
62.0,10.5,0.36,2,4
