,Put,Call,Put - Volume,Call - Volume
46.5,0.79,6.16,8,0
47.0,0.88,5.76,7,15
47.5,1.01,5.38,11,0
48.0,1.14,5.01,5,7
48.5,1.28,4.66,2,0
49.0,1.44,4.32,13,32
49.5,1.62,4.0,5,1
50.0,1.81,3.69,1468,276
51.0,2.24,3.12,25,44
52.0,2.73,2.61,45,106
53.0,3.28,2.16,37,94
54.0,3.89,1.77,40,15
55.0,4.53,1.41,17,479
56.0,5.28,1.15,1,635
57.0,6.04,0.92,3,46
58.0,6.85,0.73,0,67
59.0,7.69,0.56,2,3
60.0,8.57,0.44,1,97
65.0,13.27,0.1,6,48
70.0,18.25,0.05,0,120
