,Put,Call,Put - Volume,Call - Volume
46.5,0.53,5.86,0,0
47.0,0.62,5.45,4,3
47.5,0.73,5.06,0,0
48.0,0.86,4.69,5,1
48.5,0.98,4.32,0,0
49.0,1.14,3.98,6,10
49.5,1.3,3.64,10,0
50.0,1.46,3.3,198,5
51.0,1.85,2.69,29,45
52.0,2.37,2.2,14,15
53.0,2.91,1.75,24,45
54.0,3.53,1.37,2,103
55.0,4.21,1.04,0,151
56.0,4.96,0.8,0,82
57.0,5.77,0.61,0,34
58.0,6.62,0.46,0,27
59.0,7.51,0.34,0,28
60.0,8.42,0.25,0,9
61.0,9.36,0.18,0,0
62.0,10.31,0.13,0,0
