,Put,Call,Put - Volume,Call - Volume
95.0,0.49,10.85,55,19
96.0,0.6,9.96,33,10
97.0,0.74,9.1,35,0
98.0,0.89,8.26,44,0
99.0,1.06,7.43,51,10
100.0,1.29,6.66,62,18
101.0,1.54,5.91,19,12
102.0,1.85,5.22,47,15
103.0,2.2,4.57,39,20
104.0,2.6,3.96,51,33
105.0,3.05,3.42,117,540
106.0,3.57,2.93,154,296
107.0,4.12,2.49,18,92
108.0,4.73,2.09,22,132
109.0,5.39,1.75,0,81
110.0,6.07,1.43,0,209
111.0,6.83,1.18,1,45
112.0,7.6,0.96,0,42
113.0,8.43,0.78,0,30
114.0,9.28,0.63,0,15
