,Put,Call,Put - Volume,Call - Volume
95.0,0.96,11.44,15,4
96.0,1.11,10.59,26,12
97.0,1.28,9.77,21,4
98.0,1.49,8.98,15,1
99.0,1.71,8.2,1,1
100.0,1.99,7.47,38,17
101.0,2.3,6.78,2,16
102.0,2.63,6.11,15,20
103.0,3.02,5.5,40,11
104.0,3.42,4.91,54,122
105.0,3.88,4.37,102,370
106.0,4.38,3.87,118,136
107.0,4.89,3.38,0,128
108.0,5.49,2.98,57,91
109.0,6.11,2.59,25,15
110.0,6.73,2.21,10,123
111.0,7.43,1.9,0,22
112.0,8.18,1.65,0,90
113.0,8.94,1.4,0,107
115.0,10.52,0.98,0,16
