,Put,Call,Put - Volume,Call - Volume
140.0,0.99,53.22,0,0
145.0,1.11,48.36,0,0
150.0,1.23,43.49,0,0
155.0,1.35,38.62,0,0
160.0,1.47,33.76,0,1
165.0,1.59,28.89,0,0
170.0,2.38,24.7,0,0
175.0,3.18,20.51,2,0
180.0,4.05,16.39,0,0
185.0,5.65,13.0,1,0
190.0,7.33,9.68,0,2
195.0,9.93,7.28,0,0
200.0,12.54,4.88,0,0
210.0,20.39,2.72,0,3
220.0,29.67,1.98,0,0
230.0,38.97,1.24,0,0
240.0,48.33,0.51,0,0
250.0,58.26,0.4,0,0
260.0,68.2,0.32,0,0
270.0,78.17,0.25,0,0
