,Put,Call,Put - Volume,Call - Volume
2.5,0.01,7.16,0,0
5.0,0.07,4.73,0,0
7.5,0.28,2.44,0,0
10.0,0.85,0.52,0,26
12.5,2.92,0.1,0,3
15.0,5.35,0.02,0,0
17.5,7.84,0.0,0,0
