,Put,Call
127.0,1.16,9.81
128.0,1.33,8.99
129.0,1.52,8.18
130.0,1.75,7.41
131.0,2.0,6.66
132.0,2.28,5.93
133.0,2.59,5.25
134.0,2.96,4.62
135.0,3.35,4.0
136.0,3.8,3.45
137.0,4.31,2.95
138.0,4.86,2.49
139.0,5.46,2.08
140.0,6.11,1.71
141.0,6.81,1.39
142.0,7.56,1.13
143.0,8.36,0.9
144.0,9.21,0.72
145.0,10.09,0.56
146.0,11.01,0.44
