,Put,Call,Put - Volume,Call - Volume
15.0,0.0,12.19,0,0
17.5,0.01,9.71,0,0
20.0,0.05,7.25,0,0
22.5,0.17,4.88,0,0
25.0,0.51,2.72,0,0
30.0,2.95,0.16,0,0
35.0,7.83,0.0,0,0
40.0,12.83,0.0,0,0
