,Put,Call,Put - Volume,Call - Volume
63.0,0.09,9.38,0,0
64.0,0.11,8.38,0,0
65.0,0.13,7.38,0,0
66.0,0.15,6.38,0,0
67.0,0.17,5.38,0,0
68.0,0.22,4.38,0,0
69.0,0.38,3.42,0,0
70.0,0.52,2.51,0,0
71.0,0.74,1.67,0,1
72.0,1.36,1.24,0,0
73.0,1.98,0.83,0,0
74.0,2.6,0.44,0,0
75.0,3.5,0.33,0,0
76.0,4.4,0.23,0,0
77.0,5.37,0.2,0,0
78.0,6.33,0.17,0,0
79.0,7.3,0.13,0,0
80.0,8.27,0.11,0,0
