,Put,Call
132.0,0.0,0.0
133.0,0.0,0.0
134.0,0.0,0.0
135.0,0.69,9.16
136.0,0.0,0.0
137.0,0.0,0.0
138.0,0.0,0.0
139.0,0.0,0.0
140.0,1.6,5.07
141.0,0.0,0.0
142.0,0.0,0.0
143.0,0.0,0.0
144.0,0.0,0.0
145.0,3.63,2.08
146.0,0.0,0.0
147.0,0.0,0.0
148.0,0.0,0.0
149.0,0.0,0.0
150.0,7.21,0.53
152.5,0.0,0.0
