,Put,Call
95.0,0.05,48.33
100.0,0.07,43.37
105.0,0.09,38.41
110.0,0.11,33.46
115.0,0.14,28.5
120.0,0.19,23.58
125.0,0.29,18.7
130.0,0.44,13.87
135.0,0.89,9.34
140.0,1.88,5.33
145.0,3.91,2.34
150.0,7.37,0.71
155.0,12.04,0.23
160.0,17.03,0.15
165.0,22.03,0.06
170.0,27.03,0.02
175.0,32.03,0.0
180.0,37.03,0.0
185.0,42.03,0.0
190.0,47.03,0.0
