,Put,Call
132.0,0.0,0.0
133.0,0.0,0.0
134.0,0.0,0.0
135.0,0.54,8.75
136.0,0.0,0.0
137.0,0.0,0.0
138.0,0.0,0.0
139.0,0.0,0.0
140.0,1.3,4.53
141.0,1.59,3.82
142.0,1.93,3.15
143.0,2.34,2.56
144.0,2.88,2.1
145.0,3.44,1.65
146.0,4.04,1.25
147.0,4.75,0.95
148.0,5.49,0.68
149.0,6.33,0.5
150.0,7.2,0.35
152.5,9.55,0.14
