,Put,Call,Put - Volume,Call - Volume
25.0,0.0,30.82,0,0
30.0,0.0,25.82,0,0
35.0,0.0,20.82,0,0
40.0,0.01,15.82,0,0
45.0,0.1,10.9,0,0
50.0,0.67,6.47,0,0
55.0,2.35,3.15,0,1
60.0,5.42,1.24,1,0
65.0,9.57,0.39,0,0
70.0,14.27,0.1,0,0
75.0,19.19,0.02,0,0
80.0,24.18,0.0,0,0
85.0,29.18,0.0,0,0
90.0,34.18,0.0,0,0
