,Put,Call,Put - Volume,Call - Volume
30.0,0.0,33.17,0,0
35.0,0.0,28.19,0,0
40.0,0.0,23.2,16,0
45.0,0.01,18.23,0,0
50.0,0.05,13.29,0,9
55.0,0.2,8.45,2,0
60.0,0.7,3.96,5,0
65.0,2.57,0.82,0,0
70.0,6.88,0.08,0,2
75.0,11.87,0.0,0,0
80.0,16.87,0.0,0,0
85.0,21.87,0.0,0,0
90.0,26.87,0.0,0,0
