,Put,Call,Put - Volume,Call - Volume
11.5,0.05,4.75,400,0
12.0,0.05,4.27,32,0
12.5,0.06,3.78,2,0
13.0,0.09,3.3,269,1
13.5,0.12,2.83,40,0
14.0,0.17,2.39,114,129
14.5,0.25,1.96,23,0
15.0,0.34,1.56,2189,271
15.5,0.5,1.21,29,55
16.0,0.69,0.91,1953,1628
16.5,0.94,0.66,314,271
17.0,1.24,0.46,63,5252
17.5,1.6,0.31,9,14
18.0,1.99,0.21,32,105
18.5,2.43,0.14,0,49
19.0,2.89,0.09,8,18
19.5,3.36,0.06,0,12
20.0,3.84,0.05,4,44
21.0,4.83,0.03,0,24
22.0,5.83,0.02,0,0
