,Put,Call,Put - Volume,Call - Volume
11.5,0.02,4.71,0,0
12.0,0.02,4.22,200,1
12.5,0.03,3.72,1,0
13.0,0.04,3.23,70,4
13.5,0.05,2.75,259,588
14.0,0.08,2.27,72,536
14.5,0.13,1.82,140,109
15.0,0.19,1.39,317,91
15.5,0.32,1.02,1563,40
16.0,0.5,0.7,2173,296
16.5,0.77,0.46,205,1782
17.0,1.1,0.29,98,415
17.5,1.48,0.17,43,391
18.0,1.92,0.12,80,212
18.5,2.38,0.08,1,37
19.0,2.86,0.05,0,50
19.5,3.35,0.04,11,124
20.0,3.84,0.03,0,124
21.0,4.84,0.02,1,0
22.0,5.83,0.01,0,2
