,Put,Call,Put - Volume,Call - Volume
11.5,0.05,4.77,4,0
12.0,0.07,4.29,0,0
12.5,0.09,3.81,0,0
13.0,0.11,3.34,9,3
13.5,0.16,2.88,5,3
14.0,0.22,2.46,6,0
14.5,0.3,2.03,32,54
15.0,0.4,1.63,71,22
15.5,0.56,1.3,156,22
16.0,0.75,0.99,126,144
16.5,1.0,0.74,42,7
17.0,1.31,0.54,215,52
17.5,1.65,0.38,20,23
18.0,2.03,0.26,0,33
18.5,2.46,0.19,0,0
19.0,2.91,0.13,1,11
20.0,3.85,0.06,0,135
21.0,4.83,0.04,0,0
22.0,5.83,0.02,0,0
25.0,8.83,0.0,0,0
