,Put,Call,Put - Volume,Call - Volume
25.0,0.0,19.91,0,0
30.0,0.0,14.92,0,0
35.0,0.0,9.94,0,0
40.0,0.09,5.04,2,0
45.0,1.39,1.35,1,1
50.0,5.31,0.22,0,0
55.0,10.19,0.03,0,0
60.0,15.19,0.0,0,0
65.0,20.19,0.0,0,0
70.0,25.19,0.0,0,0
