,Put,Call,Put - Volume,Call - Volume
25.0,0.0,23.37,0,0
30.0,0.0,18.39,0,0
35.0,0.01,13.41,0,0
40.0,0.13,8.55,0,0
45.0,0.93,4.36,0,0
50.0,3.19,1.63,0,0
55.0,7.03,0.44,0,0
60.0,11.72,0.09,0,0
65.0,16.71,0.01,0,0
70.0,21.71,0.0,0,0
75.0,26.71,0.0,0,0
