,Put,Call,Put - Volume,Call - Volume
2.5,0.0,6.35,0,0
5.0,0.0,3.85,10,0
7.5,0.28,1.5,1,0
10.0,1.85,0.55,0,4
12.5,4.2,0.4,0,0
15.0,6.6,0.31,0,0
17.5,9.04,0.25,0,1
20.0,11.49,0.21,0,0
