,Put,Call,Put - Volume,Call - Volume
10.0,1.79,9.04,0,0
11.0,1.91,8.16,0,0
12.0,2.04,7.28,0,0
13.0,2.16,6.39,0,0
14.0,2.29,5.51,0,0
15.0,2.41,4.63,0,0
16.0,2.54,3.74,0,0
17.0,2.78,2.97,0,0
18.0,3.32,2.51,0,0
19.0,3.97,2.15,0,0
20.0,4.66,1.84,0,0
21.0,5.4,1.58,0,0
22.0,6.17,1.35,0,0
23.0,6.97,1.15,0,0
24.0,7.81,0.98,0,0
25.0,8.66,0.84,0,0
26.0,9.54,0.71,0,0
27.0,10.43,0.61,0,0
28.0,11.34,0.52,0,0
29.0,12.26,0.44,0,0
