,Put,Call,Put - Volume,Call - Volume
133.0,1.61,9.82,256,25
134.0,1.86,9.06,122,20
135.0,2.11,8.3,907,26
136.0,2.38,7.57,158,37
137.0,2.72,6.9,250,3676
138.0,3.07,6.25,321,82
139.0,3.43,5.59,312,52
140.0,3.83,4.99,502,427
141.0,4.27,4.42,2015,386
142.0,4.71,3.86,861,640
143.0,5.21,3.35,34,514
144.0,5.82,2.95,19,310
145.0,6.48,2.61,79,853
146.0,7.14,2.27,5,393
147.0,7.81,1.93,3,556
148.0,8.47,1.59,7,304
149.0,9.2,1.32,7,229
150.0,10.0,1.12,11,1462
152.5,12.05,0.66,7,585
155.0,14.28,0.39,0,559
