,Put,Call,Put - Volume,Call - Volume
87.0,1.77,12.62,16,9
88.0,1.98,11.84,74,0
89.0,2.19,11.05,43,5
90.0,2.48,10.34,153,56
91.0,2.76,9.62,9,0
92.0,3.08,8.94,7,17
93.0,3.42,8.29,230,11
94.0,3.78,7.65,106,8
95.0,4.18,7.05,122,66
96.0,4.6,6.47,212,222
97.0,5.07,5.95,153,309
98.0,5.55,5.43,65,150
99.0,6.05,4.93,0,160
100.0,6.6,4.47,6,158
101.0,7.15,4.03,0,26
102.0,7.75,3.63,3,16
103.0,8.39,3.27,0,12
104.0,9.04,2.91,0,198
105.0,9.73,2.6,0,46
106.0,10.43,2.3,0,52
