,Put,Call,Put - Volume,Call - Volume
87.0,1.58,12.37,571,0
88.0,1.78,11.58,316,0
89.0,2.02,10.82,367,2
90.0,2.28,10.08,1075,532
91.0,2.56,9.36,106,7
92.0,2.87,8.67,137,1
93.0,3.2,8.01,133,250
94.0,3.58,7.38,257,34
95.0,3.97,6.79,1421,3060
96.0,4.4,6.21,550,405
97.0,4.85,5.66,994,836
98.0,5.34,5.15,358,539
99.0,5.84,4.65,252,941
100.0,6.39,4.2,394,7610
101.0,6.99,3.8,3,325
102.0,7.59,3.4,1,1391
103.0,8.24,3.05,0,18172
104.0,8.89,2.7,38,651
105.0,9.59,2.39,23,4898
106.0,10.32,2.13,0,335
