,Put,Call,Put - Volume,Call - Volume
2.5,0.0,10.43,0,0
5.0,0.01,7.95,0,0
7.5,0.06,5.51,0,0
10.0,0.28,3.23,0,0
12.5,0.9,1.35,20,0
15.0,2.43,0.38,100,0
17.5,4.69,0.09,0,0
20.0,7.17,0.02,0,0
22.5,9.67,0.0,0,0
25.0,12.17,0.0,0,0
